1177,0.01208449,-1.418906E-07,-9.7547E-07,Infinity,Infinity,Infinity,Infinity,Infinity,
1685,0.0119122,1.22645E-11,-9.780836E-07,NaN,NaN,NaN,NaN,NaN,
1687,-0.002105444,9.262147E-12,-9.78065E-07,NaN,NaN,NaN,NaN,NaN,
1689,-0.01601345,7.526682E-12,-9.7805E-07,NaN,NaN,NaN,NaN,NaN,
1691,-0.02935763,3.673948E-12,-9.780426E-07,NaN,NaN,NaN,NaN,NaN,
1693,-0.04144882,9.319126E-13,-9.780407E-07,NaN,NaN,NaN,NaN,NaN,
1695,-0.0519738,-4.738146E-13,-9.780417E-07,NaN,NaN,NaN,NaN,NaN,
1697,-0.0603844,-9.597451E-13,-9.780437E-07,NaN,NaN,NaN,NaN,NaN,
1699,-0.06636735,-1.619222E-12,-9.780468E-07,NaN,NaN,NaN,NaN,NaN,
1701,-0.06973471,2.550812E-13,-9.780464E-07,NaN,NaN,NaN,NaN,NaN,
1703,-0.0703612,1.469907E-12,-9.780434E-07,NaN,NaN,NaN,NaN,NaN,
1705,-0.0682938,3.986332E-12,-9.780355E-07,0.015849,-0.04821561,-0.01340771,-9.125597E-12,-9.046138E-12,
1707,-0.06528666,6.277147E-12,-9.780229E-07,NaN,NaN,NaN,NaN,NaN,
1709,-0.06143376,7.405199E-12,-9.780081E-07,NaN,NaN,NaN,NaN,NaN,
1711,-0.05659415,9.262147E-12,-9.779895E-07,NaN,NaN,NaN,NaN,NaN,
1713,-0.05083047,1.214302E-11,-9.779652E-07,NaN,NaN,NaN,NaN,NaN,
1715,-0.04423669,1.491976E-11,-9.779354E-07,NaN,NaN,NaN,NaN,NaN,
1717,-0.03701643,1.74709E-11,-9.779005E-07,NaN,NaN,NaN,NaN,NaN,
1719,-0.02923233,2.016087E-11,-9.778602E-07,NaN,NaN,NaN,NaN,NaN,
1721,-0.02088439,2.187898E-11,-9.778164E-07,NaN,NaN,NaN,NaN,NaN,
1723,-0.01219188,2.43954E-11,-9.777676E-07,NaN,NaN,NaN,NaN,NaN,
1725,-0.003421066,2.590526E-11,-9.777158E-07,NaN,NaN,NaN,NaN,NaN,
1727,0.005428062,2.602674E-11,-9.776637E-07,NaN,NaN,NaN,NaN,NaN,
1729,0.01429285,2.705067E-11,-9.776096E-07,NaN,NaN,NaN,NaN,NaN,
1731,0.02290705,2.821343E-11,-9.775532E-07,NaN,NaN,NaN,NaN,NaN,
1733,0.03109837,2.958445E-11,-9.774941E-07,NaN,NaN,NaN,NaN,NaN,
1735,0.03881982,3.173643E-11,-9.774305E-07,NaN,NaN,NaN,NaN,NaN,
1737,0.04599309,3.269093E-11,-9.773652E-07,NaN,NaN,NaN,NaN,NaN,
1739,0.05241458,3.359337E-11,-9.77298E-07,NaN,NaN,NaN,NaN,NaN,
1741,0.05800598,3.29339E-11,-9.772322E-07,NaN,NaN,NaN,NaN,NaN,
1743,0.06267331,3.27777E-11,-9.771666E-07,NaN,NaN,NaN,NaN,NaN,
1745,0.06635392,3.322893E-11,-9.771002E-07,NaN,NaN,NaN,NaN,NaN,
1747,0.06898516,3.260416E-11,-9.770349E-07,NaN,NaN,NaN,NaN,NaN,
1749,0.07055138,3.187526E-11,-9.769711E-07,NaN,NaN,NaN,NaN,NaN,
1751,0.07100558,3.102488E-11,-9.769092E-07,NaN,NaN,NaN,NaN,NaN,
1753,0.07034777,3.005302E-11,-9.76849E-07,NaN,NaN,NaN,NaN,NaN,
1755,0.06860927,2.920265E-11,-9.767906E-07,NaN,NaN,NaN,NaN,NaN,
1757,0.06579008,2.743247E-11,-9.767357E-07,NaN,NaN,NaN,NaN,NaN,
1759,0.06193719,2.614823E-11,-9.766834E-07,NaN,NaN,NaN,NaN,NaN,
1761,0.05709757,2.456895E-11,-9.766343E-07,NaN,NaN,NaN,NaN,NaN,
1763,0.05138088,2.25211E-11,-9.765893E-07,NaN,NaN,NaN,NaN,NaN,
1765,0.04478711,2.062944E-11,-9.76548E-07,NaN,NaN,NaN,NaN,NaN,
1767,0.03751986,1.884192E-11,-9.765104E-07,NaN,NaN,NaN,NaN,NaN,
1769,0.0297201,1.672465E-11,-9.764768E-07,NaN,NaN,NaN,NaN,NaN,
1771,0.02146613,1.566602E-11,-9.764456E-07,NaN,NaN,NaN,NaN,NaN,
1773,0.01278928,1.432971E-11,-9.764169E-07,NaN,NaN,NaN,NaN,NaN,
1775,0.003955817,1.259424E-11,-9.763917E-07,NaN,NaN,NaN,NaN,NaN,
1777,-0.004893311,9.886914E-12,-9.763719E-07,NaN,NaN,NaN,NaN,NaN,
1779,-0.01367979,8.533252E-12,-9.763548E-07,NaN,NaN,NaN,NaN,NaN,
1781,-0.02235663,7.179588E-12,-9.763405E-07,NaN,NaN,NaN,NaN,NaN,
1783,-0.03056362,5.982118E-12,-9.763286E-07,NaN,NaN,NaN,NaN,NaN,
1785,-0.0382694,4.246652E-12,-9.763201E-07,NaN,NaN,NaN,NaN,NaN,
1787,-0.04538003,2.979762E-12,-9.76314E-07,NaN,NaN,NaN,NaN,NaN,
1789,-0.05186417,1.955837E-12,-9.763102E-07,NaN,NaN,NaN,NaN,NaN,
1791,-0.05745557,1.55668E-12,-9.763071E-07,NaN,NaN,NaN,NaN,NaN,
1793,-0.06212289,1.383133E-12,-9.763042E-07,NaN,NaN,NaN,NaN,NaN,
1795,-0.06580351,1.383133E-12,-9.763015E-07,NaN,NaN,NaN,NaN,NaN,
1797,-0.06843475,2.112029E-12,-9.762973E-07,NaN,NaN,NaN,NaN,NaN,
1799,-0.07000097,2.30293E-12,-9.762927E-07,NaN,NaN,NaN,NaN,NaN,
1801,-0.07047084,3.430983E-12,-9.762858E-07,NaN,NaN,NaN,NaN,NaN,
1803,-0.06981303,4.697872E-12,-9.762764E-07,NaN,NaN,NaN,NaN,NaN,
1805,-0.06805886,5.756506E-12,-9.762649E-07,NaN,NaN,NaN,NaN,NaN,
1807,-0.06523968,6.537467E-12,-9.762518E-07,NaN,NaN,NaN,NaN,NaN,
1809,-0.06140243,8.724152E-12,-9.762344E-07,NaN,NaN,NaN,NaN,NaN,
1811,-0.05657848,9.938979E-12,-9.762146E-07,NaN,NaN,NaN,NaN,NaN,
1813,-0.05083047,1.184799E-11,-9.761908E-07,NaN,NaN,NaN,NaN,NaN,
1815,-0.04425235,1.457267E-11,-9.761617E-07,NaN,NaN,NaN,NaN,NaN,
1817,-0.03701643,1.648168E-11,-9.761287E-07,NaN,NaN,NaN,NaN,NaN,
1819,-0.029201,1.840805E-11,-9.760919E-07,NaN,NaN,NaN,NaN,NaN,
1821,-0.02090005,2.038648E-11,-9.760512E-07,NaN,NaN,NaN,NaN,NaN,
1823,-0.01222321,2.201782E-11,-9.760071E-07,NaN,NaN,NaN,NaN,NaN,
1825,-0.003405404,2.361445E-11,-9.759599E-07,NaN,NaN,NaN,NaN,NaN,
1827,0.005428062,2.574907E-11,-9.759084E-07,NaN,NaN,NaN,NaN,NaN,
1829,0.01427719,2.666887E-11,-9.758551E-07,NaN,NaN,NaN,NaN,NaN,
1831,0.02287572,2.930677E-11,-9.757964E-07,NaN,NaN,NaN,NaN,NaN,
1833,0.0310827,2.953238E-11,-9.757373E-07,NaN,NaN,NaN,NaN,NaN,
1835,0.03878849,3.095546E-11,-9.756754E-07,NaN,NaN,NaN,NaN,NaN,
1837,0.04596177,3.130256E-11,-9.756128E-07,NaN,NaN,NaN,NaN,NaN,
1839,0.05241458,3.229177E-11,-9.755482E-07,NaN,NaN,NaN,NaN,NaN,
1841,0.05799032,3.265622E-11,-9.75483E-07,NaN,NaN,NaN,NaN,NaN,
1843,0.06264198,3.289919E-11,-9.754172E-07,NaN,NaN,NaN,NaN,NaN,
1845,0.06632259,3.267358E-11,-9.753518E-07,NaN,NaN,NaN,NaN,NaN,
1847,0.0689695,3.222235E-11,-9.752873E-07,NaN,NaN,NaN,NaN,NaN,
1849,0.07055138,3.142404E-11,-9.752245E-07,NaN,NaN,NaN,NaN,NaN,
1851,0.07100558,3.102488E-11,-9.751625E-07,NaN,NaN,NaN,NaN,NaN,
1853,0.07036343,3.026128E-11,-9.751019E-07,NaN,NaN,NaN,NaN,NaN,
1855,0.06860927,2.882084E-11,-9.750443E-07,NaN,NaN,NaN,NaN,NaN,
1857,0.06577442,2.771015E-11,-9.749889E-07,NaN,NaN,NaN,NaN,NaN,
1859,0.06192153,2.670358E-11,-9.749355E-07,NaN,NaN,NaN,NaN,NaN,
1861,0.05709757,2.482927E-11,-9.748858E-07,NaN,NaN,NaN,NaN,NaN,
1863,0.05138088,2.241697E-11,-9.74841E-07,NaN,NaN,NaN,NaN,NaN,
1865,0.04480277,2.099389E-11,-9.747989E-07,NaN,NaN,NaN,NaN,NaN,
1867,0.03753552,1.865101E-11,-9.747616E-07,NaN,NaN,NaN,NaN,NaN,
1869,0.02973576,1.741884E-11,-9.747268E-07,NaN,NaN,NaN,NaN,NaN,
1871,0.02148179,1.521479E-11,-9.746964E-07,NaN,NaN,NaN,NaN,NaN,
1873,0.01280495,1.276779E-11,-9.746709E-07,NaN,NaN,NaN,NaN,NaN,
1875,0.003955817,1.165709E-11,-9.746476E-07,NaN,NaN,NaN,NaN,NaN,
1877,-0.004877649,1.023401E-11,-9.746271E-07,NaN,NaN,NaN,NaN,NaN,
1879,-0.01364847,8.082031E-12,-9.746109E-07,NaN,NaN,NaN,NaN,NaN,
1881,-0.02234097,6.294501E-12,-9.745984E-07,NaN,NaN,NaN,NaN,NaN,
1883,-0.03056362,5.930054E-12,-9.745864E-07,NaN,NaN,NaN,NaN,NaN,
1885,-0.03828507,4.159878E-12,-9.745781E-07,NaN,NaN,NaN,NaN,NaN,
1887,-0.04538003,4.628455E-12,-9.745689E-07,NaN,NaN,NaN,NaN,NaN,
1889,-0.05186417,2.216157E-12,-9.745645E-07,NaN,NaN,NaN,NaN,NaN,
1891,-0.05745557,2.198802E-12,-9.745601E-07,NaN,NaN,NaN,NaN,NaN,
1893,-0.06213856,1.192232E-12,-9.745577E-07,NaN,NaN,NaN,NaN,NaN,
1895,-0.06581917,1.626099E-12,-9.745544E-07,NaN,NaN,NaN,NaN,NaN,
1897,-0.06845041,1.365779E-12,-9.745517E-07,NaN,NaN,NaN,NaN,NaN,
1899,-0.0700323,1.730227E-12,-9.745482E-07,NaN,NaN,NaN,NaN,NaN,
1901,-0.07050216,2.702087E-12,-9.745428E-07,NaN,NaN,NaN,NaN,NaN,
1903,-0.06986002,4.055751E-12,-9.745347E-07,NaN,NaN,NaN,NaN,NaN,
1905,-0.06810585,5.305286E-12,-9.745241E-07,NaN,NaN,NaN,NaN,NaN,
1907,-0.06528666,6.086244E-12,-9.74512E-07,NaN,NaN,NaN,NaN,NaN,
1909,-0.0614181,7.995257E-12,-9.744959E-07,NaN,NaN,NaN,NaN,NaN,
1911,-0.05659415,9.626595E-12,-9.744767E-07,NaN,NaN,NaN,NaN,NaN,
1913,-0.05083047,1.177857E-11,-9.744531E-07,NaN,NaN,NaN,NaN,NaN,
1915,-0.04423669,1.474622E-11,-9.744236E-07,NaN,NaN,NaN,NaN,NaN,
1917,-0.03703209,1.668994E-11,-9.743902E-07,NaN,NaN,NaN,NaN,NaN,
1919,-0.02923233,1.809567E-11,-9.743541E-07,NaN,NaN,NaN,NaN,NaN,
1921,-0.02094704,2.029971E-11,-9.743135E-07,NaN,NaN,NaN,NaN,NaN,
1923,-0.01223887,2.206988E-11,-9.742694E-07,NaN,NaN,NaN,NaN,NaN,
1925,-0.003436729,2.38227E-11,-9.742217E-07,NaN,NaN,NaN,NaN,NaN,
1927,0.005396738,2.571436E-11,-9.741702E-07,NaN,NaN,NaN,NaN,NaN,
1929,0.0142302,2.665151E-11,-9.741169E-07,NaN,NaN,NaN,NaN,NaN,
1931,0.0228444,2.760602E-11,-9.740618E-07,NaN,NaN,NaN,NaN,NaN,
1933,0.03105138,2.866465E-11,-9.740044E-07,NaN,NaN,NaN,NaN,NaN,
1935,0.03877283,3.003567E-11,-9.739443E-07,NaN,NaN,NaN,NaN,NaN,
1937,0.04596177,3.057367E-11,-9.738832E-07,NaN,NaN,NaN,NaN,NaN,
1939,0.05241458,3.194468E-11,-9.738193E-07,NaN,NaN,NaN,NaN,NaN,
1941,0.05797466,3.234384E-11,-9.737546E-07,NaN,NaN,NaN,NaN,NaN,
1943,0.06262632,3.265622E-11,-9.736893E-07,NaN,NaN,NaN,NaN,NaN,
1945,0.06632259,3.307274E-11,-9.736232E-07,NaN,NaN,NaN,NaN,NaN,
1947,0.0689695,3.230913E-11,-9.735586E-07,NaN,NaN,NaN,NaN,NaN,
1949,0.07052005,3.151081E-11,-9.734955E-07,NaN,NaN,NaN,NaN,NaN,
1951,0.07100558,3.142404E-11,-9.734326E-07,NaN,NaN,NaN,NaN,NaN,
1953,0.07034777,3.053895E-11,-9.733716E-07,NaN,NaN,NaN,NaN,NaN,
1955,0.06859361,2.908116E-11,-9.733135E-07,NaN,NaN,NaN,NaN,NaN,
1957,0.06577442,2.708538E-11,-9.732593E-07,NaN,NaN,NaN,NaN,NaN,
1959,0.06192153,2.555817E-11,-9.732081E-07,NaN,NaN,NaN,NaN,NaN,
1961,0.05711324,2.345825E-11,-9.731613E-07,NaN,NaN,NaN,NaN,NaN,
1963,0.05141221,2.177485E-11,-9.731177E-07,NaN,NaN,NaN,NaN,NaN,
1965,0.04481843,2.04559E-11,-9.730768E-07,NaN,NaN,NaN,NaN,NaN,
1967,0.03755118,1.811302E-11,-9.730405E-07,NaN,NaN,NaN,NaN,NaN,
1969,0.02973576,1.670729E-11,-9.730071E-07,NaN,NaN,NaN,NaN,NaN,
1971,0.02146613,1.526686E-11,-9.729766E-07,NaN,NaN,NaN,NaN,NaN,
1973,0.01280495,1.419087E-11,-9.729482E-07,NaN,NaN,NaN,NaN,NaN,
1975,0.003971479,1.179593E-11,-9.729247E-07,NaN,NaN,NaN,NaN,NaN,
1977,-0.004877649,9.86956E-12,-9.729049E-07,NaN,NaN,NaN,NaN,NaN,
1979,-0.01364847,8.63738E-12,-9.728876E-07,NaN,NaN,NaN,NaN,NaN,
1981,-0.02232531,6.884559E-12,-9.728739E-07,NaN,NaN,NaN,NaN,NaN,
1983,-0.03054795,5.773861E-12,-9.728623E-07,NaN,NaN,NaN,NaN,NaN,
1985,-0.0382694,4.749936E-12,-9.728528E-07,NaN,NaN,NaN,NaN,NaN,
1987,-0.04538003,3.257436E-12,-9.728462E-07,NaN,NaN,NaN,NaN,NaN,
1989,-0.05186417,2.389703E-12,-9.728415E-07,NaN,NaN,NaN,NaN,NaN,
1991,-0.05747123,1.990547E-12,-9.728375E-07,NaN,NaN,NaN,NaN,NaN,
1993,-0.06213856,1.33107E-12,-9.728349E-07,NaN,NaN,NaN,NaN,NaN,
1995,-0.06581917,1.279005E-12,-9.728323E-07,NaN,NaN,NaN,NaN,NaN,
1997,-0.06846608,1.55668E-12,-9.728292E-07,NaN,NaN,NaN,NaN,NaN,
1999,-0.07001664,2.389703E-12,-9.728244E-07,NaN,NaN,NaN,NaN,NaN,
2001,-0.0704865,3.500401E-12,-9.728174E-07,NaN,NaN,NaN,NaN,NaN,
2003,-0.06984435,3.708657E-12,-9.7281E-07,NaN,NaN,NaN,NaN,NaN,
2005,-0.04265481,1.965758E-11,-9.727706E-07,0.01,-0.04805614,-0.01369122,-8.184018E-12,-7.313022E-12,
